Alias Name,Back First Bus Time,Back Last Bus Time,Build Period,Bus Time Desc,BusInfo.索引(已產生),Center Name,Coordinate System,Departure En,Departure Zh,Destination En,Destination Zh,Distance,Genus,Go First Bus Time,Go Last Bus Time,Headway Desc,Holiday Back First Bus Time,Holiday Back Last Bus Time,Holiday Bus Time Desc,Holiday Go First Bus Time,Holiday Go Last Bus Time,Holiday Headway Desc,Holiday Off Peak Headway,Holiday Peak Headway,Id,N Id,Name,Name En,Name Zh,Off Peak Headway,Path Attribute Ename,Path Attribute Id,Path Attribute N Id,Path Attribute Name,Peak Headway,Provider Id,Provider Name,Real Sequence,Road Map Url,Segment Buffer En,Segment Buffer Zh,Ticket Price Description En,Ticket Price Description Zh,Ttia Path Id,Update Time,文件索引(已產生),表名稱,每個 GetRoute+ 的記錄數
,0640,0640,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Xinbeitou,新北投,Wanhua,萬華,35.3,01,0640,0640,, , ,, , ,例假日停駛,,,11157,0100021830,台北市,218Express,218直,,218(Straight),111570,0100021831,218直,,1100,大南汽車,10,https://ebus.gov.taipei/MapOverview?nid=0100021830,(Go)Fugang St.－Yuanshan Palace Bldg.、(Back)Jiantan－Fugang St.,(往)福港街－圓山皇宮大廈、(返)劍潭－福港街,2 segments,兩段票,0218300,2023/06/04 16:14:36,,58,0
,0530,2230,3,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Taipei Main Sta.,臺北車站,30.4,01,0530,2230,2100後固定班次,0530,2230,,0530,2230,2100後固定班次,1520,1520,10415,0100022100,台北市,221,221,1520,221,104150,0100022101,221,1215,400,三重客運,72,https://ebus.gov.taipei/MapOverview?nid=0100022100,(Go)MRT St. Ignatius High School Sta.－MRT Minquan W. Rd.、(Back)Jimei St. Entrance－MRT St. Ignatius High School Sta.,(往)捷運徐匯中學站－捷運民權西路站、(返)集美街口－捷運徐匯中學站,2 segments,兩段票,0221000,2023/06/04 16:14:36,,59,0
,0520,2130,3,平日20時後固定班次,,台北市公車動態資訊中心,WGS84,Neihu,內湖,Hengyang Rd.,衡陽路,42,01,0520,2130,平日20時後固定班次,0520,2130,,0520,2130,,,,10842,0100022200,台北市,222,222,1520,222,108420,0100022201,222,0812,800,大都會客運,72,https://ebus.gov.taipei/MapOverview?nid=0100022200,Miramar－MRT Xingtian Temple Sta. (Songjiang Rd.),美麗華－捷運行天宮站(松江路),2 segments,兩段票,0222000,2023/06/04 16:14:36,,60,0
,0500,2130,3,,,台北市公車動態資訊中心,WGS84,Guandu,關渡,Youth Park,青年公園,49.2,01,0500,2130,1900以後固定班次,0500,2130,,0500,2130,1900以後固定班次,2020,2020,11124,0100022300,台北市,223,223,1520,223,111240,0100022301,223,1215,1100,大南汽車,56,https://ebus.gov.taipei/MapOverview?nid=0100022300,Shilin Junior High School－Shilin Small Claims Court,士林國中－士林簡易庭,2 segments,兩段票,02230A0,2023/06/04 16:14:36,,61,0
,0500,2130,3,,,台北市公車動態資訊中心,WGS84,Guandu,關渡,Youth Park,青年公園,49.2,01,0500,2130,1900以後固定班次,0500,2130,,0500,2130,1900以後固定班次,2020,2020,11124,0100022300,台北市,223,223,1520,223,157536,0100022302,223不經關渡宮(停駛),1215,1100,大南汽車,56,https://ebus.gov.taipei/MapOverview?nid=0100022300,Shilin Junior High School－Shilin Small Claims Court,士林國中－士林簡易庭,2 segments,兩段票,0223000,2023/06/04 16:14:36,,62,0
,0500,2230,4,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Mingsheng Community,民生社區,26.2,01,0500,2230,2100後固定班次；平日1000、1400班次為狗狗友善公車,0500,2230,,0500,2230,2100後固定班次；例假日0730、1000、1400、1700班次為狗狗友善公車,1520,1520,10443,0100022500,台北市,225,225,1520,225,10443,0100022501,225,0710,400,三重客運,216,https://ebus.gov.taipei/MapOverview?nid=0100022500,MRT St. Ignatius High School Sta.-MRT Minquan W. Rd. Sta.,捷運徐匯中學站-捷運民權西路站,2 segments,兩段票,0225000,2023/06/04 16:14:36,,63,0
,0700,0700,4,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Taipei Songshan Airport,松山機場,21,01,0700,0700,,0700,0700,,0700,0700,,,,16128,0100022520,台北市,225Shuttle,225區,,225Shuttle,155898,0100022521,225區,,400,三重客運,8,https://ebus.gov.taipei/MapOverview?nid=0100022520,MRT St. Ignatius High School Sta.-MRT Minquan W. Rd. Sta.,捷運徐匯中學站-捷運民權西路站,2 segments,兩段票,0225200,2023/06/04 16:14:36,,64,0
,0530,2200,4,蘆洲區復興路323巷(三重站-家樂福)路段隨招隨停,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Wuxing St.,吳興街,33.8,01;02,0530,2200,2100後固定班次,0545,2200,,0545,2200,2100後固定班次,1020,1020,11245,0100022600,台北市,226,226,0515,226,11245,0100022601,226,0406,200,首都客運,99,https://ebus.gov.taipei/MapOverview?nid=0100022600,"(GO)Chengyuan High School-MRT Zhongxiao Xinsheng,(Back)MRT Zhongxiao Xinsheng-MinQuan-DaLong Intersection",(往)成淵高中-捷運忠孝新生、(返)捷運忠孝新生-民權大龍街口,2 segments,兩段票,0226000,2023/06/04 16:14:36,,65,0
,0530,2200,4,,,台北市公車動態資訊中心,WGS84,Sanchong,三重,Zhonghe,永和,32.8,01;02,0530,2200,,0530,2200,,0530,2200,,,,15521,0100022700,台北市,227,227,,227,15521,0100022701,227,,5500,中興巴士,35,https://ebus.gov.taipei/MapOverview?nid=0100022700,ZhongShan Market-Nanmen,中山市場-南門,2 segments,兩段票,0227000,2023/06/04 16:14:36,,66,0
,0530,2245,3,,,台北市公車動態資訊中心,WGS84,MRT Beitou Sta.,捷運北投站,Yangmingshan,陽明山,22.4,01,0530,2245,,0530,2245,,0530,2245,,,,11151,0100023000,台北市,230,230,,230,111510,0100023001,230,,1100,大南汽車,32,https://ebus.gov.taipei/MapOverview?nid=0100023000,,,1 segment,一段票,0230000,2023/06/04 16:14:36,,67,0
,0530,2230,3,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,MRT Shandao Temple Sta.,捷運善導寺站,32,01,0530,2230,,0530,2230,,0530,2230,,,,10416,0100023200,台北市,232,232,,232,104160,0100023201,232,,400,三重客運,26,https://ebus.gov.taipei/MapOverview?nid=0100023200,MRT St. Ignatius High School－ChongXin Bridge,捷運徐匯中學站-重新大橋,2 segments,兩段票,0232000,2023/06/04 16:14:36,,68,0
,0715,0715,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,Songshan Rail Sta.,松山車站,35,01;65,0715,0715,,,,,,,例假日停駛,,,10419,0100023250,台北市,232Express,232快,,232(Fast),104190,0100023251,232快,,400,三重客運,1,https://ebus.gov.taipei/MapOverview?nid=0100023250,(Go)Ger-Jyh Senior High School、(Back)Zhengyi Post Office,(往)格致中學(三和路)、(返)正義郵局,2 segments,兩段票,0232500,2023/06/04 16:14:36,,69,0
,0515,2230,4,,,台北市公車動態資訊中心,WGS84,Xinzhuang,新莊,Dr. Sun Yat-sen Memorial Hall,國父紀念館,47.4,01;02,0515,2230,2130後固定班次,0530,2230,,0530,2230,2130後固定班次,1020,1020,10283,0100023500,台北市,235,235,0515,235,10283,0100023501,235,0406,200,首都客運,99,https://ebus.gov.taipei/MapOverview?nid=0100023500,(Go)Ximen Elementary School-Soochow University Downtown Campus(Back)Hengyang Rd.-Ximen Elementary School,(往)西門國小(臺大醫院北護分院)-東吳大學城中校區(返)衡陽路-西門國小,2 segments,兩段票,0235000,2023/06/04 16:14:36,,70,0
,0530,2315,4,,,台北市公車動態資訊中心,WGS84,Shenkeng,深坑,MRT Gongguan Sta.,捷運公館站,33.9,01;02,0530,2315,,0830,2315,,0530,2315,,1520,1520,11763,0100023620,台北市,236Shuttle,236區,1520,236Shuttle,11763,0100023621,236區,1015,700,欣欣客運,79,https://ebus.gov.taipei/MapOverview?nid=0100023620,,,1 segment,一段票,0236200,2023/06/04 16:14:36,,71,0
,0710,0710,3,例假日停駛,,台北市公車動態資訊中心,WGS84,Donghu,東湖,National Dr. SYS Memorial Hall,國父紀念館,25.4,01,0710,0710,, , ,, , ,例假日停駛,,,15355,0100024030,台北市,240Express,240直,,240(Straight),153550,0100024031,240直,,5300,光華巴士,1,https://ebus.gov.taipei/MapOverview?nid=0100024030,,,1 segment,一段票,0240300,2023/06/04 16:14:36,,72,0
,0630,1800,3,,,台北市公車動態資訊中心,WGS84,Puji Temple,普濟堂,Dongyuan,東園,38.1,01;02,0630,1800,,0700,1300,,0700,1300,,,,15381,0100024600,台北市,246,246,,246,153810,0100024601,246,,5300,光華巴士,10,https://ebus.gov.taipei/MapOverview?nid=0100024600,To:MRT Shandao Temple Sta.－Xiaonanmen Return:MRT Ximen Sta.－Beiping and Linsen Itersection,去程:捷運善導寺站－小南門 返程:捷運西門站－北平林森路口,2 segments,兩段票,0246000,2023/06/04 16:14:36,,73,0
,0630,1800,3,,,台北市公車動態資訊中心,WGS84,Puji Temple,普濟堂,Dongyuan,東園,38.1,01;02,0630,1800,,0700,1300,,0700,1300,,,,15381,0100024600,台北市,246,246,,246,153810,0100024601,246,,5300,光華巴士,10,https://ebus.gov.taipei/MapOverview?nid=0100024600,To:MRT Shandao Temple Sta.－Xiaonanmen Return:MRT Ximen Sta.－Beiping and Linsen Itersection,去程:捷運善導寺站－小南門 返程:捷運西門站－北平林森路口,2 segments,兩段票,0246000,2023/06/04 16:14:36,,74,0
,0600,2200,3,,,台北市公車動態資訊中心,WGS84,Donghu,東湖,Taipei Main Sta.,臺北車站,37.8,01;02,0600,2200,,0600,2200,,0600,2200,,,,15353,0100024700,台北市,247,247,,247,157765,0100024701,247,,5300,光華巴士,33,https://ebus.gov.taipei/MapOverview?nid=0100024700,Miramar－Taipei Fine Arts Museum,美麗華－臺北市立美術館,2 segments,兩段票,0247000,2023/06/04 16:14:36,,75,0
,0630,1610,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech. Park,北士科,Youth Park,青年公園,26.9,01,0630,1610,, , ,, , ,例假日停駛,,,15333,0100025000,台北市,250,250,,250,153330,0100025001,250,,5300,光華巴士,2,https://ebus.gov.taipei/MapOverview?nid=0100025000,To:Yuanhuan(Chongqing)-Xiaonanmen；Return:MRT Ximen Sta.-Yuanhuan(Niukou St.),往程(圓環(重慶)-小南門)；返程(捷運西門站-圓環(鈕釦街)),2 segments,兩段票,0250000,2023/06/04 16:14:36,,76,0
,0630,1610,2,例假日停駛,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech. Park,北士科,Youth Park,青年公園,26.9,01,0630,1610,, , ,, , ,例假日停駛,,,15333,0100025000,台北市,250,250,,250,153330,0100025001,250,,5300,光華巴士,2,https://ebus.gov.taipei/MapOverview?nid=0100025000,To:Yuanhuan(Chongqing)-Xiaonanmen；Return:MRT Ximen Sta.-Yuanhuan(Niukou St.),往程(圓環(重慶)-小南門)；返程(捷運西門站-圓環(鈕釦街)),2 segments,兩段票,0250000,2023/06/04 16:14:36,,77,0
,0520,2300,4,,,台北市公車動態資訊中心,WGS84,Shenkeng,深坑,Taipei Main Sta.,臺北車站,42.9,01,0520,2300,,0520,2300,,0520,2300,,,,10712,0100025100,台北市,251,251,,251,10712,0100025101,251,,700,欣欣客運,37,https://ebus.gov.taipei/MapOverview?nid=0100025100,(Go)WenShan Police Precinct II-MRT Gongguan(Back)MRT Gongguan-Jingmei Junior High School,(往)文山二分局-捷運公館站(返)捷運公館站-景美國中,2 segments,兩段票,0251000,2023/06/04 16:14:36,,78,0
,0600,2230,4,,,台北市公車動態資訊中心,WGS84,Shenkeng,深坑,Gongguan,公館,36.3,01,0600,2230,,0600,2230,,0600,2230,,1520,1520,11764,0100025120,台北市,251Shuttle,251區,1520,251Shuttle,11764,0100025121,251區,1215,700,欣欣客運,59,https://ebus.gov.taipei/MapOverview?nid=0100025120,,,1 segment,一段票,0251200,2023/06/04 16:14:36,,79,0
,0530,2300,3,,,台北市公車動態資訊中心,WGS84,Fude,富德,Taipei Main Sta.,臺北車站,35.8,01,0530,2300,,0530,2300,,0530,2300,,,,10746,0100025200,台北市,252,252,,252,10746,0100025201,252,,700,欣欣客運,26,https://ebus.gov.taipei/MapOverview?nid=0100025200,Hujiang High School－MRT Gongguan,滬江中學－捷運公館站,2 segments,兩段票,0252000,2023/06/04 16:14:36,,80,0
,0530,2300,3,,,台北市公車動態資訊中心,WGS84,Fude,富德,Taipei Main Sta.,臺北車站,35.8,01,0530,2300,,0530,2300,,0530,2300,,,,10746,0100025200,台北市,252,252,,252,10746,0100025201,252,,700,欣欣客運,26,https://ebus.gov.taipei/MapOverview?nid=0100025200,Hujiang High School－MRT Gongguan,滬江中學－捷運公館站,2 segments,兩段票,0252000,2023/06/04 16:14:36,,81,0
,0510,2300,4,,,台北市公車動態資訊中心,WGS84,Dapeng New Village,大鵬新城,Mingsheng Community,民生社區,33.2,01,0510,2300,,0510,2300,,0510,2300,,1318,1318,10783,0100025400,台北市,254,254,1318,254,10783,0100025401,254,0812,700,欣欣客運,102,https://ebus.gov.taipei/MapOverview?nid=0100025400,"(Depart)Gongguan-SanXing Elementary School(Linjiang St. Night Market),(Back)MRT Guting Sta.(Heping)-MRT Gongguan",(往)公館-三興國小(臨江街觀光夜市)、(返)捷運古亭站(和平)-捷運公館站,2 segments,兩段票,0254000,2023/06/04 16:14:36,,82,0
,1600,1930,4,例假日停駛,,台北市公車動態資訊中心,WGS84,Dapeng New Village,大鵬新城,MRT Gongguan Sta.,捷運公館站,11,01,1600,1930,,,,,,,例假日停駛,,,16709,0100025420,台北市,254Shuttle,254區,,254Shuttle,157801,0100025421,254區,,700,欣欣客運,99,https://ebus.gov.taipei/MapOverview?nid=0100025420,,,1 segment,一段票,0254200,2023/06/04 16:14:36,,83,0
,0530,0530,3,大崙尾山發車；例假日停駛,,台北市公車動態資訊中心,WGS84,Shuangxi,雙溪,Taipei Main Sta.,臺北車站,30.5,01,0530,0530,,,,,,,例假日停駛,,,11252,0100025500,台北市,255,255,,255,112520,0100025501,255,,200,首都客運,1,https://ebus.gov.taipei/MapOverview?nid=0100025500,Fulin Elementary School－HaiGuang Village,福林國小－海光新村,2 segments,兩段票,0255000,2023/06/04 16:14:36,,84,0
,0510,2300,3,為維本路線行車間距平穩性，視路(客)況於往程末端「大崙尾山」機動調整返程行車間距,,台北市公車動態資訊中心,WGS84,Beitou & Shilin Tech. Park,北士科,Shuangxi,雙溪,18,01,0510,2300,平日2100以後固定班次(福美站發車),0510,2300,,0510,2300,假日2100以後固定班次(福美站發車),1520,1520,11253,0100025520,台北市,255Shuttle,255區,1220,255(Shuttle),112530,0100025521,255區,0812,200,首都客運,95,https://ebus.gov.taipei/MapOverview?nid=0100025520,,,1 segment,一段票,0255200,2023/06/04 16:14:36,,85,0
,0500,2200,4,,,台北市公車動態資訊中心,WGS84,Xinzhuang Joint Office Tower,新莊聯合辦公大樓,Nangang Garden Community,南港花園社區,49.4,01,0500,2200,平日0800、1200班次為狗狗友善公車,0500,2200,,0500,2200,例假日0800、1200、1600班次為狗狗友善公車,,,10942,0100025700,台北市,257,257,,257,10942,0100025701,257路,1215,900,大有巴士,39,https://ebus.gov.taipei/MapOverview?nid=0100025700,To:Ximen Elementary School-Taipei Main Sta. (Zhongxiao)-Retum:Taipei Main Sta. (Zhongxiao)-Ximen Elementary School,(往)西門國小(臺大醫院北護分院)－臺北車站(忠孝)、(返)臺北車站(忠孝)－西門國小,2 segments,兩段票,0257000,2023/06/04 16:14:36,,86,0
,0540,2230,3,;9月29日起東園站發車12:00陽明山發車16:20班次繞駛中山樓(正門)（逢其他未開放日期取消繞駛）,,台北市公車動態資訊中心,WGS84,Yangmingshan,陽明山,Dongyuan,東園,46.4,01;02,0540,2230,,0540,2230,;9月29日起東園站發車12:00陽明山發車16:20班次繞駛中山樓(正門)（逢其他未開放日期取消繞駛）,0540,2230,,,,10823,0100026000,台北市,260,260,,260(toDongyuan),155895,0100026001,260往東園,,800,大都會客運,21,https://ebus.gov.taipei/MapOverview?nid=0100026000,Yanshan Li－Jiantan,岩山里－劍潭,2 segments,兩段票,02600A0,2023/06/04 16:14:36,,87,0
,0540,2230,3,;9月29日起東園站發車12:00陽明山發車16:20班次繞駛中山樓(正門)（逢其他未開放日期取消繞駛）,,台北市公車動態資訊中心,WGS84,Yangmingshan,陽明山,Dongyuan,東園,46.4,01;02,0540,2230,,0540,2230,;9月29日起東園站發車12:00陽明山發車16:20班次繞駛中山樓(正門)（逢其他未開放日期取消繞駛）,0540,2230,,,,10823,0100026000,台北市,260,260,,260(to Yangmingshan),155896,0100026002,260往陽明山,,800,大都會客運,21,https://ebus.gov.taipei/MapOverview?nid=0100026000,Yanshan Li－Jiantan,岩山里－劍潭,2 segments,兩段票,02600B0,2023/06/04 16:14:36,,88,0
,0545,2200,3,,,台北市公車動態資訊中心,WGS84,Yangmingshan,陽明山,Taipei Main Sta.,臺北車站,35.4,01,0545,2200,1900後固定班次；平日增開0510班次，由臺北車站發車至陽明山總站；自112年04月24日起花鐘線平假日07:10、0900、1100班次為預約公車班次(倘無人預約則不發車),0545,2200,,0545,2200,1900後固定班次；假日增開0510班次，由臺北車站發車至陽明山總站；自112年04月24日起花鐘線平假日07:10、0900、1100班次為預約公車班次(倘無人預約則不發車),1520,1520,10824,0100026020,台北市,260Shuttle,260區,1015,260(Shuttle),108240,0100026021,260區,0710,800,大都會客運,107,https://ebus.gov.taipei/MapOverview?nid=0100026020,Yanshan Li－Jiantan,岩山里－劍潭,2 segments,兩段票,0260200,2023/06/04 16:14:36,,89,0
,0545,2200,3,,,台北市公車動態資訊中心,WGS84,Yangmingshan,陽明山,Taipei Main Sta.,臺北車站,35.4,01,0545,2200,1900後固定班次；平日增開0510班次，由臺北車站發車至陽明山總站；自112年04月24日起花鐘線平假日07:10、0900、1100班次為預約公車班次(倘無人預約則不發車),0545,2200,,0545,2200,1900後固定班次；假日增開0510班次，由臺北車站發車至陽明山總站；自112年04月24日起花鐘線平假日07:10、0900、1100班次為預約公車班次(倘無人預約則不發車),1520,1520,10824,0100026020,台北市,260Shuttle,260區,1015,260(Shuttle-Flower),108260,0100026023,260區經花鐘,0710,800,大都會客運,107,https://ebus.gov.taipei/MapOverview?nid=0100026020,Yanshan Li－Jiantan,岩山里－劍潭,2 segments,兩段票,02602B0,2023/06/04 16:14:36,,90,0
,0530,1700,2,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,NTU Hospital,臺大醫院,27.4,01,0530,1700,,0530,1700,,0530,1700,,,,10414,0100026100,台北市,261,261,,261,104140,0100026101,261路,,400,三重客運,8,https://ebus.gov.taipei/MapOverview?nid=0100026100,,,1 segments,一段票,0261000,2023/06/04 16:14:36,,91,0
,0530,1700,2,,,台北市公車動態資訊中心,WGS84,Luzhou,蘆洲,NTU Hospital,臺大醫院,27.4,01,0530,1700,,0530,1700,,0530,1700,,,,10414,0100026100,台北市,261,261,,261Holiday,157448,0100026102,261假日(停駛),,400,三重客運,8,https://ebus.gov.taipei/MapOverview?nid=0100026100,,,1 segments,一段票,02610A0,2023/06/04 16:14:36,,92,0
,0530,2130,3,,,台北市公車動態資訊中心,WGS84,Hungkuo DeLin University of Technology,宏國德霖科技大學,Mingsheng Community,民生社區,55.7,01;02,0530,2130,,0600,2310,,0600,2310,,,,10961,0100026200,台北市,262,262,,262,109610,0100026201,262去程半,1215,800,大都會客運,37,https://ebus.gov.taipei/MapOverview?nid=0100026200,(Go)Taipei First Girls High School(Chongqing)-Taipei Main Station(Zhongxiao)、(Back)Taipei Main Sta. (Zhongxiao)－Xiaonanmen (TCUH Heping Branch),(往)一女中(重慶)－臺北車站(忠孝)、(返)臺北車站(忠孝)－小南門(和平院區),2 segments,兩段票,0262000,2023/06/04 16:14:36,,93,0
,0600,2110,3,,,台北市公車動態資訊中心,WGS84,Tucheng,土城,Executive Yuan,行政院,34.4,01,0600,2110,,0600,2110,,0600,2110,,,,10481,0100026500,台北市,265Zhongyang Rd.,265經中央路,,265Zhongyang,104810,0100026501,265經中央路,,400,三重客運,28,https://ebus.gov.taipei/MapOverview?nid=0100026500,(Go)Puqian(Sanmin Rd.)－MRT Longshan Temple、(Back)Longshan Temple(Xiyuan)－Puqian(Sanmin Rd.),(往)埔墘(三民路)－捷運龍山寺站、(返)龍山寺(西園)－埔墘(三民路),2 segments,兩段票,0265800,2023/06/04 16:14:36,,94,0
,0440,2230,3,(三重客運);0510-2230(大南客運),,台北市公車動態資訊中心,WGS84,Chongqing Junior High School,重慶國中,Executive Yuan,行政院,27,01,0440,2230,,0440,2230,(三重客運);0510-2230(大南客運),0440,2230,,1520,1520,10482,0100026520,台北市,265Shuttle,265區,1015,265(Shuttle),104820,0100026521,265區(三重),0710,400,三重客運,100,https://ebus.gov.taipei/MapOverview?nid=0100026520,(Go)Puqian(Zhongshan)－MRT Longshan Temple、(Back)Longshan Temple(Xiyuan)－Puqian(Zhongshan),(往)埔墘(中山路)－捷運龍山寺站、(返)龍山寺(西園)－埔墘(中山路),2 segments,兩段票,0265200,2023/06/04 16:14:36,,95,0
